code,science,sc_code,sphere,occupation
"541","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Машинист конвейера"
"542","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Машинист мельниц"
"543","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Машинист промывочных машин"
"544","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Обжигальщик"
"545","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Оператор пульта управления"
"546","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Сепараторщик"
"547","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Сушильщик"
"548","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Фильтровальщик"
"549","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Флотатор"
"550","Инженерное дело; технологии и технические науки","21.01.16","Обогатитель полезных ископаемых","Центрифуговщик"
"552","Инженерное дело; технологии и технические науки","22.01.01","Доменщик","Водопроводчик доменной печи"
"553","Инженерное дело; технологии и технические науки","22.01.01","Доменщик","Газовщик доменной печи"
"554","Инженерное дело; технологии и технические науки","22.01.01","Доменщик","Горновой десульфурации чугуна"
"555","Инженерное дело; технологии и технические науки","22.01.01","Доменщик","Горновой доменной печи"
"556","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Оператор машины непрерывного литья заготовок"
"557","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Подручный сталевара конвертера"
"558","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Подручный сталевара мартеновской печи"
"559","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Подручный сталевара установки внепечной обработки стали"
"560","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Подручный сталевара установки электрошлакового переплава"
"561","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Подручный сталевара электропечи"
"562","Инженерное дело; технологии и технические науки","22.01.02","Сталеплавильщик (по типам производства)","Разливщик стали"
"563","Инженерное дело; технологии и технические науки","22.01.03","Машинист крана металлургического производства","Машинист крана металлургического производства"
"564","Инженерное дело; технологии и технические науки","22.01.04","Контролер металлургического производства","Контролер в производстве черных металлов"
"565","Инженерное дело; технологии и технические науки","22.01.04","Контролер металлургического производства","Контролер продукции цветной металлургии"
"566","Инженерное дело; технологии и технические науки","22.01.05","Аппаратчик-оператор в производстве цветных металлов","Профессии аппаратчиков; включенные в ЕТКС; выпуск 8"
"567","Инженерное дело; технологии и технические науки","22.01.05","Аппаратчик-оператор в производстве цветных металлов","Конвертерщик"
"568","Инженерное дело; технологии и технические науки","22.01.05","Аппаратчик-оператор в производстве цветных металлов","Профессии печевых; включенные в ЕТКС; выпуск 8"
"569","Инженерное дело; технологии и технические науки","22.01.05","Аппаратчик-оператор в производстве цветных металлов","Электролизник водных растворов"
"570","Инженерное дело; технологии и технические науки","22.01.05","Аппаратчик-оператор в производстве цветных металлов","Электролизник расплавленных солей"
"571","Инженерное дело; технологии и технические науки","22.01.06","Оператор-обработчик цветных металлов","Вальцовщик холодного металла"
"572","Инженерное дело; технологии и технические науки","22.01.06","Оператор-обработчик цветных металлов","Волочильщик цветных металлов"
"573","Инженерное дело; технологии и технические науки","22.01.06","Оператор-обработчик цветных металлов","Оператор линии по обработке цветных металлов"
"574","Инженерное дело; технологии и технические науки","22.01.06","Оператор-обработчик цветных металлов","Прессовщик на гидропрессах"
"575","Инженерное дело; технологии и технические науки","22.01.06","Оператор-обработчик цветных металлов","Прокатчик горячего металла"
"576","Инженерное дело; технологии и технические науки","22.01.06","Оператор-обработчик цветных металлов","Трубопрокатчик"
"577","Инженерное дело; технологии и технические науки","22.01.07","Модельщик","Модельщик по деревянным моделям"
"578","Инженерное дело; технологии и технические науки","22.01.07","Модельщик","Модельщик по металлическим моделям"
"579","Инженерное дело; технологии и технические науки","22.01.07","Модельщик","Модельщик выплавляемых моделей"
"580","Инженерное дело; технологии и технические науки","22.01.07","Модельщик","Модельщик гипсовых моделей"
"581","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Вальцовщик по сборке и перевалке клетей"
"582","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Вальцовщик профилегибочного агрегата"
"583","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Вальцовщик стана горячей прокатки"
"584","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Вальцовщик стана холодной прокатки"
"585","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Оператор поста управления"
"586","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Оператор поста управления стана горячей прокатки"
"587","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Оператор поста управления стана холодной прокатки"
"588","Инженерное дело; технологии и технические науки","22.01.08","Оператор прокатного производства","Оператор профилегибочного агрегата"
"589","Инженерное дело; технологии и технические науки","22.01.09","Оператор трубного производства","Вальцовщик калибровочного стана"
"590","Инженерное дело; технологии и технические науки","22.01.09","Оператор трубного производства","Вальцовщик стана горячего проката труб"
"591","Инженерное дело; технологии и технические науки","22.01.09","Оператор трубного производства","Вальцовщик стана печной сварки труб"
"592","Инженерное дело; технологии и технические науки","22.01.09","Оператор трубного производства","Вальцовщик стана холодного проката труб"
"593","Инженерное дело; технологии и технические науки","22.01.09","Оператор трубного производства","Оператор поста управления стана горячего проката труб"
"594","Инженерное дело; технологии и технические науки","22.01.10","Оператор в производстве огнеупоров","Обжигальщик на печах"
"595","Инженерное дело; технологии и технические науки","22.01.10","Оператор в производстве огнеупоров","Плавильщик огнеупорного сырья"
"596","Инженерное дело; технологии и технические науки","22.01.10","Оператор в производстве огнеупоров","Прессовщик огнеупорных изделий"
"597","Инженерное дело; технологии и технические науки","22.01.10","Оператор в производстве огнеупоров","Садчик в печи и на туннельные вагоны"
"598","Инженерное дело; технологии и технические науки","22.01.10","Оператор в производстве огнеупоров","Формовщик огнеупорных изделий"
"599","Инженерное дело; технологии и технические науки","23.00.00","ТЕХНИКА И ТЕХНОЛОГИИ НАЗЕМНОГО ТРАНСПОРТА",""
"600","Инженерное дело; технологии и технические науки","23.01.01","Оператор транспортного терминала","Водитель погрузчика"
"601","Инженерное дело; технологии и технические науки","23.01.01","Оператор транспортного терминала","Водитель электро- и автотележки"
"602","Инженерное дело; технологии и технические науки","23.01.01","Оператор транспортного терминала","Машинист крана (крановщик)"
"603","Инженерное дело; технологии и технические науки","23.01.01","Оператор транспортного терминала","Оператор диспетчерской движения и погрузочно- разгрузочных работ на автомобильном (морском; речном транспорте)"
"604","Инженерное дело; технологии и технические науки","23.01.02","Докер-механизатор","Механизатор (докер-механизатор) комплексной бригады на погрузочно-разгрузочных работах"
"605","Инженерное дело; технологии и технические науки","23.01.02","Докер-механизатор","Стропальщик"
"606","Инженерное дело; технологии и технические науки","23.01.02","Докер-механизатор","Машинист крана (крановщик)"
"607","Инженерное дело; технологии и технические науки","23.01.02","Докер-механизатор","Крановый электрик"
"608","Инженерное дело; технологии и технические науки","23.01.02","Докер-механизатор","Водитель погрузчика"
"609","Инженерное дело; технологии и технические науки","23.01.02","Докер-механизатор","Водитель электро- и автотележки"
"610","Инженерное дело; технологии и технические науки","23.01.03","Автомеханик","Слесарь по ремонту автомобилей"
"611","Инженерное дело; технологии и технические науки","23.01.03","Автомеханик","Водитель автомобиля"
"612","Инженерное дело; технологии и технические науки","23.01.03","Автомеханик","Оператор заправочных станций"
"613","Инженерное дело; технологии и технические науки","23.01.04","Водитель городского электротранспорта","Водитель трамвая"
"614","Инженерное дело; технологии и технические науки","23.01.04","Водитель городского электротранспорта","Водитель троллейбуса"
"615","Инженерное дело; технологии и технические науки","23.01.05","Слесарь по ремонту городского электротранспорта","Слесарь по ремонту подвижного состава"
"616","Инженерное дело; технологии и технические науки","23.01.05","Слесарь по ремонту городского электротранспорта","Слесарь-электрик по ремонту электрооборудования"
"617","Инженерное дело; технологии и технические науки","23.01.05","Слесарь по ремонту городского электротранспорта","Электрогазосварщик"
"618","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист бульдозера"
"619","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист скрепера"
"620","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист автогрейдера"
"621","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист экскаватора одноковшового"
"622","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист катка самоходного с гладкими вальцами"
"623","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист компрессора передвижного с двигателем внутреннего сгорания"
"624","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Машинист трубоукладчика"
"625","Инженерное дело; технологии и технические науки","23.01.06","Машинист дорожных и строительных машин","Тракторист"
"626","Инженерное дело; технологии и технические науки","23.01.07","Машинист крана (крановщик)","Водитель автомобиля"
"627","Инженерное дело; технологии и технические науки","23.01.07","Машинист крана (крановщик)","Машинист крана автомобильного"
"628","Инженерное дело; технологии и технические науки","23.01.07","Машинист крана (крановщик)","Машинист крана (крановщик)"
"629","Инженерное дело; технологии и технические науки","23.01.08","Слесарь по ремонту строительных машин","Слесарь по ремонту автомобилей"
"630","Инженерное дело; технологии и технические науки","23.01.08","Слесарь по ремонту строительных машин","Слесарь по ремонту дорожно-строительных машин и тракторов"
"631","Инженерное дело; технологии и технические науки","23.01.08","Слесарь по ремонту строительных машин","Электрогазосварщик"
"632","Инженерное дело; технологии и технические науки","23.01.09","Машинист локомотива","Слесарь по ремонту подвижного состава"
"633","Инженерное дело; технологии и технические науки","23.01.09","Машинист локомотива","Помощник машиниста электровоза"
"634","Инженерное дело; технологии и технические науки","23.01.09","Машинист локомотива","Помощник машиниста тепловоза"
"635","Инженерное дело; технологии и технические науки","23.01.09","Машинист локомотива","Помощник машиниста дизельпоезда"
"636","Инженерное дело; технологии и технические науки","23.01.09","Машинист локомотива","Помощник машиниста электропоезда"
"637","Инженерное дело; технологии и технические науки","23.01.10","Слесарь по обслуживанию и ремонту подвижного состава","Осмотрщик вагонов"
"638","Инженерное дело; технологии и технические науки","23.01.10","Слесарь по обслуживанию и ремонту подвижного состава","Осмотрщик-ремонтник вагонов"
"639","Инженерное дело; технологии и технические науки","23.01.10","Слесарь по обслуживанию и ремонту подвижного состава","Слесарь по осмотру и ремонту локомотивов на пунктах технического обслуживания"
"640","Инженерное дело; технологии и технические науки","23.01.10","Слесарь по обслуживанию и ремонту подвижного состава","Слесарь по ремонту подвижного состава"
"641","Инженерное дело; технологии и технические науки","23.01.11","Слесарь-электрик по ремонту электрооборудования подвижного состава (электровозов; электропоездов)","Слесарь-электрик по ремонту электрооборудования"
"642","Инженерное дело; технологии и технические науки","23.01.11","Слесарь-электрик по ремонту электрооборудования подвижного состава (электровозов; электропоездов)","Электромонтер по ремонту и обслуживанию электрооборудования"
"643","Инженерное дело; технологии и технические науки","23.01.12","Слесарь-электрик метрополитена","Слесарь-электрик по обслуживанию и ремонту металлоконструкций метрополитена"
"644","Инженерное дело; технологии и технические науки","23.01.12","Слесарь-электрик метрополитена","Слесарь-электрик по обслуживанию и ремонту оборудования метрополитена"
"645","Инженерное дело; технологии и технические науки","23.01.12","Слесарь-электрик метрополитена","Слесарь-электрик по обслуживанию и ремонту станционного и тоннельного оборудования метрополитена"
"646","Инженерное дело; технологии и технические науки","23.01.12","Слесарь-электрик метрополитена","Слесарь-электрик по обслуживанию и ремонту эскалаторов"
"647","Инженерное дело; технологии и технические науки","23.01.13","Электромонтер тяговой подстанции","Электромонтер тяговой подстанции"
"648","Инженерное дело; технологии и технические науки","23.01.13","Электромонтер тяговой подстанции","Электромонтер контактной сети"
"649","Инженерное дело; технологии и технические науки","23.01.14","Электромонтер устройств сигнализации; централизации; блокировки (СЦБ)","Электромонтер устройств сигнализации; централизации; блокировки"
"650","Инженерное дело; технологии и технические науки","23.01.15","Оператор поста централизации","Дежурный стрелочного поста"
"651","Инженерное дело; технологии и технические науки","23.01.15","Оператор поста централизации","Оператор поста централизации"
"652","Инженерное дело; технологии и технические науки","23.01.15","Оператор поста централизации","Сигналист"
"653","Инженерное дело; технологии и технические науки","23.01.16","Составитель поездов","Составитель поездов"
"654","Инженерное дело; технологии и технические науки","23.01.16","Составитель поездов","Регулировщик скорости движения вагонов"
"655","Инженерное дело; технологии и технические науки","23.01.16","Составитель поездов","Кондуктор грузовых поездов"
"656","Инженерное дело; технологии и технические науки","23.01.17","Мастер по ремонту и обслуживанию автомобилей","Слесарь по ремонту автомобилей"
"657","Инженерное дело; технологии и технические науки","23.01.17","Мастер по ремонту и обслуживанию автомобилей","Водитель автомобиля"
"659","Инженерное дело; технологии и технические науки","24.01.01","Слесарь-сборщик авиационной техники","Слесарь-сборщик двигателей"
"660","Инженерное дело; технологии и технические науки","24.01.01","Слесарь-сборщик авиационной техники","Слесарь-сборщик летательных аппаратов"
"661","Инженерное дело; технологии и технические науки","24.01.02","Электромонтажник авиационной техники","Монтажник радио- и специального оборудования летательных аппаратов"
"662","Инженерное дело; технологии и технические науки","24.01.02","Электромонтажник авиационной техники","Монтажник электрооборудования летательных аппаратов"
"663","Инженерное дело; технологии и технические науки","24.01.02","Электромонтажник авиационной техники","Слесарь-монтажник приборного оборудования"
"664","Инженерное дело; технологии и технические науки","24.01.03","Слесарь-механик авиационных приборов","Слесарь-механик по ремонту авиационных приборов"
"665","Инженерное дело; технологии и технические науки","24.01.03","Слесарь-механик авиационных приборов","Слесарь-сборщик авиационных приборов"
"666","Инженерное дело; технологии и технические науки","24.01.04","Слесарь по ремонту авиационной техники","Слесарь по ремонту авиадвигателей"
"667","Инженерное дело; технологии и технические науки","24.01.04","Слесарь по ремонту авиационной техники","Слесарь по ремонту агрегатов"
"668","Инженерное дело; технологии и технические науки","24.01.04","Слесарь по ремонту авиационной техники","Слесарь по ремонту летательных аппаратов"
"670","Инженерное дело; технологии и технические науки","26.01.01","Судостроитель-судоремонтник металлических судов","Сборщик-достройщик судовой"
"671","Инженерное дело; технологии и технические науки","26.01.01","Судостроитель-судоремонтник металлических судов","Сборщик корпусов металлических судов"
"672","Инженерное дело; технологии и технические науки","26.01.01","Судостроитель-судоремонтник металлических судов","Судокорпусник-ремонтник"
"673","Инженерное дело; технологии и технические науки","26.01.01","Судостроитель-судоремонтник металлических судов","Сварщик ручной дуговой сварки плавящимся покрытым электродом"
"674","Инженерное дело; технологии и технические науки","26.01.01","Судостроитель-судоремонтник металлических судов","Газосварщик"
"675","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Сборщик деревянных судов"
"676","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Сборщик-достройщик судовой"
"677","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Сборщик железобетонных судов"
"678","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Сборщик пластмассовых судов"
"679","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Столяр судовой"
"680","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Плотник судовой"
"681","Инженерное дело; технологии и технические науки","26.01.02","Судостроитель-судоремонтник неметаллических судов","Судокорпусник-ремонтник"
"682","Инженерное дело; технологии и технические науки","26.01.03","Слесарь-монтажник судовой","Трубогибщик судовой"
"683","Инженерное дело; технологии и технические науки","26.01.03","Слесарь-монтажник судовой","Трубопроводчик судовой"
"684","Инженерное дело; технологии и технические науки","26.01.03","Слесарь-монтажник судовой","Слесарь-монтажник судовой"
"685","Инженерное дело; технологии и технические науки","26.01.04","Слесарь-механик судовой","Слесарь-механик по испытанию установок и аппаратуры"
"686","Инженерное дело; технологии и технические науки","26.01.04","Слесарь-механик судовой","Слесарь-механик электромеханических приборов и систем"
"687","Инженерное дело; технологии и технические науки","26.01.05","Электрорадиомонтажник судовой","Радиомонтажник судовой"
"688","Инженерное дело; технологии и технические науки","26.01.05","Электрорадиомонтажник судовой","Электромонтажник судовой"
"689","Инженерное дело; технологии и технические науки","26.01.06","Судоводитель-помощник механика маломерного судна","Матрос"
"690","Инженерное дело; технологии и технические науки","26.01.06","Судоводитель-помощник механика маломерного судна","Моторист (машинист)"
"691","Инженерное дело; технологии и технические науки","26.01.06","Судоводитель-помощник механика маломерного судна","Рулевой (кормщик)"
"692","Инженерное дело; технологии и технические науки","26.01.07","Матрос","Матрос"
"693","Инженерное дело; технологии и технические науки","26.01.07","Матрос","Рулевой (кормщик)"
"694","Инженерное дело; технологии и технические науки","26.01.07","Матрос","Боцман"
"695","Инженерное дело; технологии и технические науки","26.01.07","Матрос","Шкипер"
"696","Инженерное дело; технологии и технические науки","26.01.08","Моторист (машинист)","Моторист (машинист)"
"697","Инженерное дело; технологии и технические науки","26.01.09","Моторист судовой","Машинист помповый (донкерман)"
"698","Инженерное дело; технологии и технические науки","26.01.09","Моторист судовой","Моторист самостоятельного управления судовым двигателем"
"699","Инженерное дело; технологии и технические науки","26.01.09","Моторист судовой","Моторист трюмный"
"700","Инженерное дело; технологии и технические науки","26.01.09","Моторист судовой","Помощник механика"
"701","Инженерное дело; технологии и технические науки","26.01.10","Механик маломерного судна","Помощник механика"
"702","Инженерное дело; технологии и технические науки","26.01.11","Машинист-котельный судовой","Кочегар судна"
"703","Инженерное дело; технологии и технические науки","26.01.11","Машинист-котельный судовой","Матрос пожарный"
"704","Инженерное дело; технологии и технические науки","26.01.11","Машинист-котельный судовой","Машинист котельной установки"
"705","Инженерное дело; технологии и технические науки","26.01.12","Электрик судовой","Электрик судовой"
"706","Инженерное дело; технологии и технические науки","26.01.12","Электрик судовой","Матрос пожарный"
"707","Инженерное дело; технологии и технические науки","26.01.13","Водолаз","Водолаз"
"708","Инженерное дело; технологии и технические науки","26.01.13","Водолаз","Машинист компрессора для подачи воздуха водолазам"
"710","Инженерное дело; технологии и технические науки","29.01.01","Скорняк","Скорняк-наборщик"
"711","Инженерное дело; технологии и технические науки","29.01.01","Скорняк","Скорняк-раскройщик"
"712","Инженерное дело; технологии и технические науки","29.01.01","Скорняк","Швея (в сырейно-красильных и скорняжных цехах)"
"713","Инженерное дело; технологии и технические науки","29.01.02","Обувщик (широкого профиля)","Обувщик по индивидуальному пошиву"
"714","Инженерное дело; технологии и технические науки","29.01.02","Обувщик (широкого профиля)","Обувщик по пошиву ортопедической обуви"
"715","Инженерное дело; технологии и технические науки","29.01.02","Обувщик (широкого профиля)","Обувщик по ремонту обуви"
"716","Инженерное дело; технологии и технические науки","29.01.03","Сборщик обуви","Сборщик обуви"
"717","Инженерное дело; технологии и технические науки","29.01.03","Сборщик обуви","Затяжчик обуви"
"718","Инженерное дело; технологии и технические науки","29.01.04","Художник по костюму","Художник по костюму"
"719","Инженерное дело; технологии и технические науки","29.01.05","Закройщик","Закройщик"
"720","Инженерное дело; технологии и технические науки","29.01.05","Закройщик","Портной"
"721","Инженерное дело; технологии и технические науки","29.01.06","Раскройщик материалов","Раскройщик материалов"
"722","Инженерное дело; технологии и технические науки","29.01.06","Раскройщик материалов","Оператор раскройного оборудования"
"723","Инженерное дело; технологии и технические науки","29.01.07","Портной","Портной"
"724","Инженерное дело; технологии и технические науки","29.01.08","Оператор швейного оборудования","Оператор швейного оборудования"
"725","Инженерное дело; технологии и технические науки","29.01.08","Оператор швейного оборудования","Швея"
"726","Инженерное дело; технологии и технические науки","29.01.09","Вышивальщица","Вышивальщица"
"727","Инженерное дело; технологии и технические науки","29.01.09","Вышивальщица","Вышивальщица текстильно-галантерейных изделий"
"728","Инженерное дело; технологии и технические науки","29.01.10","Модистка головных уборов","Модистка головных уборов"
"729","Инженерное дело; технологии и технические науки","29.01.11","Контролер качества текстильных изделий","Контролер качества"
"730","Инженерное дело; технологии и технические науки","29.01.12","Оператор крутильного оборудования (для всех видов производств)","Оператор крутильного оборудования"
"731","Инженерное дело; технологии и технические науки","29.01.12","Оператор крутильного оборудования (для всех видов производств)","Оператор тростильного оборудования"
"732","Инженерное дело; технологии и технические науки","29.01.13","Оператор оборудования чесального производства (для всех видов производств)","Оператор гребнечесального оборудования"
"733","Инженерное дело; технологии и технические науки","29.01.13","Оператор оборудования чесального производства (для всех видов производств)","Оператор круглочесальной машины"
"734","Инженерное дело; технологии и технические науки","29.01.13","Оператор оборудования чесального производства (для всех видов производств)","Оператор чесального оборудования"
"735","Инженерное дело; технологии и технические науки","29.01.13","Оператор оборудования чесального производства (для всех видов производств)","Оператор чесально-ленточного агрегата"
"736","Инженерное дело; технологии и технические науки","29.01.14","Оператор прядильного производства","Оператор ленточного оборудования"
"737","Инженерное дело; технологии и технические науки","29.01.14","Оператор прядильного производства","Оператор ровничного оборудования"
"738","Инженерное дело; технологии и технические науки","29.01.14","Оператор прядильного производства","Прядильщик"
